path,emoji,score_percent,category,detail,bytes,sha256
include/elit21/pricing/PricingEngine.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,485,a9e86b6b47854e06594576c4ccd56e451de88b4a1188eecdbfa449e88b8cf379
include/elit21/pricing/PromotionalPricePlanner.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,331,e1e69f6c045179b06766a6a555d8e977fac3377eba4fa55304321a3219903378
include/elit21/pricing/PsychologicalPricingPolicy.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,337,f5166feb78b93ab0a0400df32557efcc04b5f08b5acdbe0d51401a7b4a924664
include/elit21/pricing/RepricingCoordinator.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,325,075af2c42d05ebd60c91fa205cb28bb73824c26bb635cab4283bb139bd64cf96
include/elit21/pricing/ShopifyFeeEstimator.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,323,f7a4afae069a6bd645b421a785d1a7ea71c59d555231573af2b1f079abb5313d
include/elit21/pricing/TargetMarginPolicy.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,321,deb08a5670340b54bb01a6d1f19777390a198c92d4539f37e6087cfad58f0dc3
include/elit21/pricing/TaxEstimator.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,309,124f3234c0d0f03232e8c6bb3661292e83bddf70ad0dd1458cf9af6f9a7d7723
include/elit21/reports/DailyReportGenerator.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,325,2366be0afd26dfd10cd5ba3e364b035312887792536ca5be2234dc60bab8c2a9
include/elit21/reports/FinancialReportGenerator.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,333,03d1113fba4695828d56faf93368b9642ae027c6a1b8936ff9140b7bfb42ca26
include/elit21/reports/InventoryReportGenerator.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,333,2bc36a637b9217e622495ed32298408c96c4182371f9e27b6d0e7619a5577ec5
include/elit21/reports/MonthlyReportGenerator.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,329,c07fb79b4bb3e53b50cf50e0bc80409d67913e3a9f99d2318f9b2233074b8f3f
include/elit21/reports/OrderReportGenerator.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,325,2b4542dfa4e78fe2ad22c12f239722122989ddf505881ffbb0b10a64262f3e7a
include/elit21/reports/ProductReportGenerator.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,329,a369bd4705441c001d669ccef0b3c800342202ae157026c4d04510007444c36b
include/elit21/reports/Report.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,297,21be95fc42cfdc88ded5f2b01328c0e25f7386c67955872728a91b8baa8b500c
include/elit21/reports/ReportExporter.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,313,82a0274626336b309a2057ed87e2a1b33d3095b7d678bae88c63dda7d6901cc1
include/elit21/reports/ReportGenerator.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,262,badbc2053d9f11b44aa97aecdf59533b2b086988d2553915ad3676eb67bb7bcd
include/elit21/reports/ReportScheduler.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,315,67ab458ce85b932ed1edbb1e257ea59c9ae43dec073b8297d806ec7b3f144df4
include/elit21/reports/SupplierReportGenerator.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,331,faa497be848923480eb87ebeffc4e118aae09a2fb64d57fbd9a598d2a146ff14
include/elit21/reports/WeeklyReportGenerator.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,327,31543513825fe5a624878498c7b29b6b0e411efa98584f4ba52e10f95ec9b9c1
include/elit21/repositories/AuditRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,325,a15317b6d1503020357021022fcd8433c4936d8c7bb28b688e876ccf6aa345c8
include/elit21/repositories/ConfigurationRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,341,cca8256f231d9e259ad6406f52d0dcff8b4582f2a0a889ca37afa1b9908e104a
include/elit21/repositories/CustomerMessageRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,345,c7860ddbb3b4a18c94ced0be8284d5cd923387a62ae5e1d529d71a0acdb2b86b
include/elit21/repositories/CustomerRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,331,d1db900a7c97cde0d9788b937fcc807b6fdc23b0cf24a54c0446e4d54a941fec
include/elit21/repositories/DeadLetterRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,335,3be44b71fa2a6164ea6c8a23e845930c979e3427d7bdbe7bb91760b9e299bd66
include/elit21/repositories/FinancialLedgerRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,345,d6b8fa812ebaf810675d12f2c4ecd3f6683e1ba4b939e8d94a20ece6243e2862
include/elit21/repositories/IncidentRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,331,3ab7e0769faded08d3eb00afb8a69f13aea8b766e59514b91dd3962422bc9abd
include/elit21/repositories/InventoryRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,333,d82f59f7f0d9d5fdec155594999e69e43f0d69335041a5563c94cbc3e601282e
include/elit21/repositories/MetricRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,327,fd4bfd5841e6e7fd30d9f2e58459fbcb7bb3287e5cb382820f5ba3e6f9857880
include/elit21/repositories/OrderRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,325,bc9834e7defd3c291e32cf273b9a71f486490ab5aa643114afcb3a9136c82816
include/elit21/repositories/OutboxRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,327,7cddb0e4c6a8cda096f9560d07c9f41f1d0f781d5c2f661a57ce11a2ee64322a
include/elit21/repositories/PriceHistoryRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,339,00f7d467bf7b1ded035cac0baffc458e3c29aab47a75d7296e90ce3a735f349c
include/elit21/repositories/ProductMappingRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,343,a5b88272db594368b08fa179d8aadc64a038a551408d1582b5438e2ca20feae4
include/elit21/repositories/ProductRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,329,aa939c3623f84677730949788f927b7321540f37fe318bfba109960896cdc276
include/elit21/repositories/RefundRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,327,39f183f87b93d2dcdbe80ce3d1d11c57a8728eb627b2dc258280ed5dffdb49b5
include/elit21/repositories/ReturnRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,327,25d5bb95b29222b9d37191b82e678aac5ccaba3b6c1ab00d64354bd4a2b7773f
include/elit21/repositories/ShipmentRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,331,6249cf97688a341bef7047245eb355c983926bdea1a3cefb3233c957abc42d10
include/elit21/repositories/SupplierOrderRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,341,8054c4a64181ebb60e99554b5705508dca0b8bd6c6b3f95aae79b7e73c018175
include/elit21/repositories/SupplierRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,331,1cc946572af49cefd4c0b9579c1e16b86c13fa2d948cf4ec81f4b7826201d0b8
include/elit21/repositories/TaskRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,323,0ed0ff4dce3003d3f7c5ab4bcf022ac9754c9a38fdfc1933338666b4658ce324
include/elit21/repositories/TokenRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,325,9768a45c8390fcec33613e747f73ce8efa97fd9d6cccee660db166ba07e5afef
include/elit21/repositories/TrackingRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,331,ef51aa42500f7791bb7479725e884d711aa719b9d78b51e3689718967d86af4b
include/elit21/repositories/WebhookRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,329,5caed9522c29343a14946674faba1665a2fed51024779d9f2bc69601c9b31441
include/elit21/repositories/WorkflowInstanceRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,347,ee0acd5aa3cde705cdecbbc009e1be909dd69dd5c7c4c825d21291526a9c1863
include/elit21/resilience/BackoffPolicy.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,317,34b6aedbd8ded03d479ae66cdeafd38d60088c0081e654953e3047afc9afcad6
include/elit21/resilience/Bulkhead.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,307,51044807c34c00eedebde755b3e0a81bab3c8e85a1325a56530c108d87387107
include/elit21/resilience/CircuitBreaker.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,319,8cdfba8edc26d7cb9ac9ca37cc0991170aa367169776a995176e805fbd8459f8
include/elit21/resilience/DeadLetterQueue.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,321,eebb4082ab2e0c94e72d6c897eae8df722c2e6d1d0badeeaf792caeeab38d4a5
include/elit21/resilience/FailureClassifier.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,325,6409f6c5a4f628613387bfdb1293cdcdb6b0373edf20388551794a5cd97c0149
include/elit21/resilience/FallbackPolicy.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,319,a763b7a860e4a01b71a756ad6c838bb4495b6f757370fac2d21e4523d2037173
include/elit21/resilience/IdempotencyGuard.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,323,052fdb991b618e8171e0e278adbee6f9dafb30b8bfd68151fe0003b9a812f51b
include/elit21/resilience/IdempotencyKey.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,319,7f5f4e5b0b7f082ffcfd2de986d46cd05fa0839588aaa495549f76f6aaa5ff2f
include/elit21/resilience/RateLimiter.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,313,3b6acca02d40c1cb992a976e10e6725035d3dcf59d9aec31ceed6b974156dc7d
include/elit21/resilience/RecoveryManager.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,321,1c736c4006bfaabe43a500db7dbc3c007aa9ae798a385368f5ef18c849c185e5
include/elit21/resilience/RetryExecutor.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,317,c7597f9c1b386f49f8339bc5f93550b0b89a205b2c1973cf0491590576230580
include/elit21/resilience/RetryPolicy.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,313,036c56ae5da89ca85b5e5e82f7b539eda179e15023f0df6fab5dcf7f30681a68
include/elit21/resilience/TimeoutPolicy.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,317,712c01721c74ba82f831574dd9b20a3ff1640d56e65c38da42d8b39ab681d36e
include/elit21/resilience/Watchdog.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,307,608b67a325f3399a05653700194b319e189f844edae1040871ed99b5fe3bdc01
include/elit21/returns/AliExpressDisputeAdapter.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,333,efbfab5f9209edde6c424cb21a5d17e36a4aad7387260636c91f9bdc28a0e0d3
include/elit21/returns/DisputeEvidenceBuilder.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,329,1a83c54948ac2cbef84aca3b4ccdf2dfbe1ba5995e3db50e783196e471d0c394
include/elit21/returns/DisputeExceptionQueue.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,327,3dc1e52e00c8cf6eccf5fcf8755da22f81960207fe6a37dc5c2ecd5e693ce0dd
include/elit21/returns/RefundCalculator.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,317,4992a3915529bb94b8ee230499852aa7ee44009879f53c643c2428cdb4b5ced4
include/elit21/returns/RefundCoordinator.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,319,d1ece91520b55dd3278420400b2a38fc023bc3faae3a364fd16f1890c97c8c32
include/elit21/returns/RefundDecision.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,313,8ef2f34f05c132498fe21101793cedee4bfea3b7987bd182b19ff14fe19bcc69
include/elit21/returns/RefundPolicy.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,309,0f68ad215e62497d6cb3578253940a544c221089dc74b6464563c3cd248db374
include/elit21/returns/ReturnEligibilityChecker.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,333,78a799ecb56a99cc3251339082c324c2c2a9de48035a7e81dc9737c16c3935e5
include/elit21/returns/ReturnRequest.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,311,ef76fc62dc501d25a51681b5fdef1daf4e833f999ff1a0f514497bc21dc76184
include/elit21/returns/ReturnRequestProcessor.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,329,cd9787f045175902962a1353d0ffa95896ac1e5c4779cb9b9c0eb0e154e23cff
include/elit21/returns/ReturnStateMachine.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,321,49d8ab0253be35631eb007082f3ba5144fe429ed3e29bdea46dc4e234cc7b0e4
include/elit21/returns/ShopifyRefundExecutor.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,327,45470656ba4069a3c52ffbaa1f321b9d13629af9213d48930350331740b23c50
include/elit21/risk/AnomalyDetector.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,309,1b5befb28c039f2947242fcb9a3ab972911ee50130de14318dd3df59f56e709a
include/elit21/risk/FraudIndicator.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,307,89be91d25ebbe654a0720c6194382fb27c21eb63acbc5b5e07cef60eda0ab88c
include/elit21/risk/FraudRiskEngine.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,309,1e2b34bec1fa676b436fca65250912c31ffbbf60b3290f8229314195ecc35428
include/elit21/risk/HighRiskOrderGuard.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,315,1e88d1dbe18996a58c39158ff70f8bb635c66666c31613c9f5fc49b5bf588837
include/elit21/risk/LossPreventionPolicy.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,319,d72967e820081e6aad9aacbac13ba7cd1eaa52ac1295c70ccfe14059be9d483e
include/elit21/risk/RiskDecision.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,303,b171898d6a44f1318c0b30a9299ad39dda4f07a21c5516851dbe3f8a56791d94
include/elit21/risk/RiskEngine.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,404,35e71e6688f854b7db376a66cc5a1deb5c8eb0dc68efea133473d4f694a640b3
include/elit21/risk/RiskRule.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,295,31929e694759f0cb497211e6da8ee285d54193c86ebfd2fdaac311bfcd793812
include/elit21/risk/RiskRuleEngine.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,307,d3d12254dbbb9815f27e13ca066d82583b3ae8c604434b5afd73e7a50a3751a9
include/elit21/risk/SupplierRiskMonitor.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,317,c739b6818dcac82ee0c4f6cc0307dd41345a9a185920560ec65e925c76bcc6cc
include/elit21/risk/TransactionRiskAnalyzer.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,325,5ac13a1f829a2ec19d9071ecbb7d1c33ab7fd84e7f71e20412cfba6d3fdc5604
include/elit21/scheduler/CronExpression.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,317,833e64c67d306aeffd55f7736ca485d1dc5c19dd03253fe4727d41e273a4d6c0
include/elit21/scheduler/Job.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,295,66ec5be15d6f6ab010b97468539e06de4b695357812cb7fa9c0ba8d6b68b1503
include/elit21/scheduler/JobContext.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,309,d40a4f084d12a2027baf05a30d60c131675669626e8d3515feae16a4512cefb2
include/elit21/scheduler/JobDefinition.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,315,f9879ad9cabfaa1bdf0bd6995aecefee32d93760b272382cee4053f56d7fc0a0
include/elit21/scheduler/JobRegistry.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,311,cd8f441b63bb5f05056ac3ee909412c20f5da34e75110674f18c6ab86a9a30e2
include/elit21/scheduler/JobRepository.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,315,c68e4c88f27aa121052cc24bbf4a7f5f26c2e66fb7849432bb2d3cf7c8d5bb4b
include/elit21/scheduler/JobScheduler.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,313,8064f50b9e399200c13c25bf39d6b4715ea4bef98dd6ce046e870da3e6e2da6f
include/elit21/scheduler/JobStatus.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,307,6cbd1f8106c1b1db6c76919e7a67f20eb8656a72be8959ecdf22989c1832f6dc
include/elit21/scheduler/RecurringJob.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,313,f1b45e437c32a151d90b4d1e104ace2640d9cd67f117509beb8180c5bcf652cd
include/elit21/scheduler/ScheduledJob.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,313,fce9638fa316dcfba5e81b81364d3a1e35b2152b35ab0aca2c772771286a4923
include/elit21/scheduler/SchedulerClock.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,317,33f33827ee23bc6d7acca94b35a2c77df53a63141f34c64b33d95db1e58a739e
include/elit21/security/AccessToken.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,309,74d0f4ae908f6a1b488ad860ed06bfd37719e542ec945c94f8da71528c554171
include/elit21/security/ApiCredential.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,313,324c59e35104414c8ac29a433c0dbe2ee525025ab37c82c5eeacfcd7183d2bc2
include/elit21/security/AuditChain.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,307,f9d9584781f3c6ae07393d1e35e2fedad2bf112f9f564270205422f0c5681ae7
include/elit21/security/Base64.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,299,f4369cab5e91a4b5afb4d15c6787f47efc427beae71acb3cd0305b1b7b85da17
include/elit21/security/CertificateStore.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,319,0730d4ad3d1a857a0adb5020f28d3b1fdb1dff8ff7e2daceefe7bd2c04ed1194
include/elit21/security/ConstantTimeCompare.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,325,f5a1af3528dfec0e86dd1d637e70a672033a2e6f0d3c4fbeca3f66ba0eebc920
include/elit21/security/CredentialManager.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,321,2c149404ec4c5ded2893976bb314de0067bf71ee2c45335803cbfb35406418d3
include/elit21/security/Crypto.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,557,279815ef9665a4f26f8dc8c04b76b205f38ab2e5ef5b2dba595483fc9b512767
include/elit21/security/DataEncryptor.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,822,1bf842c57003a7d48db055f695c4d67d9e6adb7505978228ca449c248f4f1295
include/elit21/security/DataRedactor.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,353,2e835ec676705d8eda0cdddd998ddba42ccd7ad5983cb653e6cc2ca84fd9c1c1
include/elit21/security/HmacSigner.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,307,f95e70e9b88777542ac9a0d0d5bc558da9c07ec0d5977d679312cd38b6f19ceb
include/elit21/security/KeyDerivation.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,313,0170bc6cff75747c8710fdd1caa71fa1380eee5d89bfa2c630f553fe32266b68
include/elit21/security/KeyRotationManager.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,323,f8db1d88e684d69cdfa2dda71e8f177b4bc417d5ebb1c3000c4e418c20d815ea
include/elit21/security/Md5Digest.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,305,c44ba14e97590ec97e01367c024446f724a0945d6bd098545b9f0c9faf9657ea
include/elit21/security/RandomGenerator.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,317,489b0924666bd695b844451d8e7206ddd777e0255f2c216334dbc42906152977
include/elit21/security/Secret.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,299,ec5ccef70dfa4ea02be68e2c56642f9870557d4adadc3de2d4fe15b57530e945
include/elit21/security/SecretStore.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,309,2ca8e7363e77f2b07c32260e74cf168e81feef582c84e17649b398c33a9c924d
include/elit21/security/SecureBuffer.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,311,af916af6235b1622d8551377180c736c66071aa006f763f336f98b67fd1861f7
include/elit21/security/Sha256Digest.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,311,1af974d00978a87dc5cb0bcca06e3a5e64a31643b065e5bb4139605f47d00fc5
include/elit21/security/SignatureVerifier.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,321,6da42abafd6eca059ce6b31635605c25461b15e0ef7ede977f1f23416ff5ef2f
include/elit21/security/TokenVault.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,307,589d4e94a65d57a7f4e6652e3ac451899ac33e14a4efa958a0c6758196804789
include/elit21/security/WebhookReplayGuard.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,323,b36099b26e6f86b5a01963441dcabbf3844c0c4f2ebecdbfabd740a19b07cad8
include/elit21/serialization/CsvReader.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,315,e3fa2fb9d462da0d3a90a6c598cd4b0015602399b7e26e9b26e1d862422dc806
include/elit21/serialization/CsvWriter.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,315,d1dfead8c3185ae76b4df19d55b367a3d0af2b798bd75459ccd9d8350aa6be61
include/elit21/serialization/JsonDeserializer.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,329,78146a4c68d878ec3fcb38e121b4097bbbb150031cd523db460bcca04b93a59e
include/elit21/serialization/JsonDocument.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,321,3f10c8353da0eb73b74e904f9c1331cf73326066cdfb903729d09a66553b145e
include/elit21/serialization/JsonSerializer.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,325,4fca58fbe846022daa9dfdbb4e7f8c7141f17ff56401d8413bfe635f87e740b6
include/elit21/serialization/JsonValue.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,315,20a43260bdc0e0c49a10e1b9f5819dedff3e6c2e476bcf9936b3ac79888abd9c
include/elit21/serialization/ModelSerializer.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,327,d9e83a3f6f4be0bb4f74e63b30cda19d9c7832e85a1431abdbce0d51ec4f2022
include/elit21/serialization/QueryStringSerializer.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,339,c42df1d075ba51cb509a94e7e599016d33d5ef4b88edc75872fe039f9c576be4
include/elit21/shopify/auth/ShopifyAuthorizationUrlBuilder.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,313,3523cd7f4c801a47fd34366a5c9dc21a357f30dbeb1954c074c0f16aac4c6426
include/elit21/shopify/auth/ShopifyOAuthClient.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,528,4e36803ce4535d5e094a7616f916724d1ce03f0cf71ad6e18253ead9f69bbfb1
include/elit21/shopify/auth/ShopifyOAuthStateStore.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,394,8287fbfacd988379e67b9e861069d6606ebe20fed7296146ff2027b3ab152fcc
include/elit21/shopify/auth/ShopifyTokenManager.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,384,b570a4539a753404c5a0ee193282aa65f33bcea7cceca1d3ec88ae988608311b
include/elit21/shopify/auth/ShopifyTokenRefreshPolicy.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,212,3226f32e3ff6b44ef2571510a78c749ef4292149b0b2f5fe109a18c138887916
include/elit21/shopify/bulk/BulkDownloadManager.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,335,f312968865e842d5c20f197c65e3f8d37bcd2f5e606dfeb4ad53d8450b6f861e
include/elit21/shopify/bulk/BulkInventorySynchronizer.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,347,6f350fe19f39003949735f721ba209c5399cbdbfdc35396ed94c766d9e1dcfa1
include/elit21/shopify/bulk/BulkJsonlParser.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,327,685089c091f4e2d30bbebc7a7fd3144f9c13381483731947c3da228d5e555052
include/elit21/shopify/bulk/BulkOperationMonitor.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,337,b105dc1006955c9e352c34ee1b098fbc40563a176e4c2a8f0227bbec4dd522ce
include/elit21/shopify/bulk/BulkOrderExporter.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,331,50ed65501d5f62054661b7abf11b60a9854136d19ba3936dbc339d5e977a8b5b
include/elit21/shopify/bulk/BulkProductExporter.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,335,91becfadf0fe43b7074925b8dc62780f96acc3a025215bf1e174254456816e87
include/elit21/shopify/bulk/BulkProductImporter.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,335,16f6cc683cc1af9e3eae002531a907292ee46fc55a94fde33912cbc8433da81b
include/elit21/shopify/bulk/BulkUploadManager.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,331,590616e636d3112702e173d1d213fe6dc0261d60caf6fdc2dd9acfb75b95b862
include/elit21/shopify/bulk/StagedUploadManager.h,🟦,72,domain-aware-interface,interface reliée à un adaptateur du moteur métier partagé,335,71376ae618a447162571bfff30231414ac89daa18b96f8a5137ba207855111e7
include/elit21/shopify/graphql/GraphqlDocument.h,✅,90,dedicated-interface,interface reliée à une implémentation C++ dédiée,509,75916d3fde3d794a07223db89bdcda3e54ec3672f29cff6cf026a16c3a3c9a76
