path,score,emoji,state,detail,category,bytes,lines,change_from_v3
include/elit21/observability/Metric.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,309,14,UNCHANGED
include/elit21/observability/MetricRegistry.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,325,14,UNCHANGED
include/elit21/observability/PerformanceProfiler.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,335,14,UNCHANGED
include/elit21/observability/StructuredLogger.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,329,14,UNCHANGED
include/elit21/observability/TraceContext.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,321,14,UNCHANGED
include/elit21/observability/Tracer.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,309,14,UNCHANGED
include/elit21/observability/UptimeMonitor.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,323,14,UNCHANGED
include/elit21/orders/AddressValidationService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,331,14,UNCHANGED
include/elit21/orders/AutomaticOrderProcessor.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,329,14,UNCHANGED
include/elit21/orders/CustomerOrder.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,309,14,UNCHANGED
include/elit21/orders/CustomerOrderLine.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,317,14,UNCHANGED
include/elit21/orders/FreightSelectionPolicy.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,327,14,UNCHANGED
include/elit21/orders/OrderCancellationCoordinator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,339,14,UNCHANGED
include/elit21/orders/OrderCaptureService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,321,14,UNCHANGED
include/elit21/orders/OrderDeduplicationService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,333,14,UNCHANGED
include/elit21/orders/OrderExceptionHandler.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,325,14,UNCHANGED
include/elit21/orders/OrderFraudScreen.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,315,14,UNCHANGED
include/elit21/orders/OrderManager.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,933,11,UNCHANGED
include/elit21/orders/OrderMappingService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,321,14,UNCHANGED
include/elit21/orders/OrderNormalizationService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,333,14,UNCHANGED
include/elit21/orders/OrderPlacementCoordinator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,333,14,UNCHANGED
include/elit21/orders/OrderPlacementSaga.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,319,14,UNCHANGED
include/elit21/orders/OrderReconciliationService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,335,14,UNCHANGED
include/elit21/orders/OrderRiskDecision.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,317,14,UNCHANGED
include/elit21/orders/OrderStateMachine.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,317,14,UNCHANGED
include/elit21/orders/OrderValidationService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,327,14,UNCHANGED
include/elit21/orders/PartialOrderCoordinator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,329,14,UNCHANGED
include/elit21/orders/PaymentAuthorizationGate.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,331,14,UNCHANGED
include/elit21/orders/ShippingAddressSanitizer.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,331,14,UNCHANGED
include/elit21/orders/SplitOrderPlanner.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,317,14,UNCHANGED
include/elit21/orders/SupplierOrder.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,309,14,UNCHANGED
include/elit21/orders/SupplierOrderLine.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,317,14,UNCHANGED
include/elit21/orders/SupplierOrderPaymentCoordinator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,345,14,UNCHANGED
include/elit21/orders/SupplierOrderStatusSynchronizer.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,345,14,UNCHANGED
include/elit21/platform/BusinessComponent.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,820,32,UNCHANGED
include/elit21/platform/ManagedComponent.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,2673,93,UNCHANGED
include/elit21/pricing/AliExpressCostCalculator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,333,14,UNCHANGED
include/elit21/pricing/CurrencyConversionService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,335,14,UNCHANGED
include/elit21/pricing/DutyEstimator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,311,14,UNCHANGED
include/elit21/pricing/ExchangeRateCache.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,319,14,UNCHANGED
include/elit21/pricing/FeeCalculator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,311,14,UNCHANGED
include/elit21/pricing/FreightCostCalculator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,327,14,UNCHANGED
include/elit21/pricing/MarginCalculator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,317,14,UNCHANGED
include/elit21/pricing/MinimumPriceGuard.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,319,14,UNCHANGED
include/elit21/pricing/PriceAnomalyDetector.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,325,14,UNCHANGED
include/elit21/pricing/PriceChangeDecision.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,323,14,UNCHANGED
include/elit21/pricing/PriceHistoryService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,323,14,UNCHANGED
include/elit21/pricing/PricePolicy.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,307,14,UNCHANGED
include/elit21/pricing/PriceReconciliationService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,337,14,UNCHANGED
include/elit21/pricing/PriceRoundingPolicy.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,323,14,UNCHANGED
include/elit21/pricing/PriceSynchronizationService.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,339,14,UNCHANGED
include/elit21/pricing/PricingEngine.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,485,8,UNCHANGED
include/elit21/pricing/PromotionalPricePlanner.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,331,14,UNCHANGED
include/elit21/pricing/PsychologicalPricingPolicy.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,337,14,UNCHANGED
include/elit21/pricing/RepricingCoordinator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,325,14,UNCHANGED
include/elit21/pricing/ShopifyFeeEstimator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,323,14,UNCHANGED
include/elit21/pricing/TargetMarginPolicy.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,321,14,UNCHANGED
include/elit21/pricing/TaxEstimator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,309,14,UNCHANGED
include/elit21/progress/ProjectProgressAnalyzer.h,86,🟢,FONCTIONNEL,code dédié compilable,source,1428,49,NEW
include/elit21/reports/DailyReportGenerator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,325,14,UNCHANGED
include/elit21/reports/FinancialReportGenerator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,333,14,UNCHANGED
include/elit21/reports/InventoryReportGenerator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,333,14,UNCHANGED
include/elit21/reports/MonthlyReportGenerator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,329,14,UNCHANGED
include/elit21/reports/OrderReportGenerator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,325,14,UNCHANGED
include/elit21/reports/ProductReportGenerator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,329,14,UNCHANGED
include/elit21/reports/Report.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,297,14,UNCHANGED
include/elit21/reports/ReportExporter.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,313,14,UNCHANGED
include/elit21/reports/ReportGenerator.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,262,7,UNCHANGED
include/elit21/reports/ReportScheduler.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,315,14,UNCHANGED
include/elit21/reports/SupplierReportGenerator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,331,14,UNCHANGED
include/elit21/reports/WeeklyReportGenerator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,327,14,UNCHANGED
include/elit21/repositories/AuditRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,325,14,UNCHANGED
include/elit21/repositories/ConfigurationRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,341,14,UNCHANGED
include/elit21/repositories/CustomerMessageRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,345,14,UNCHANGED
include/elit21/repositories/CustomerRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,331,14,UNCHANGED
include/elit21/repositories/DeadLetterRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,335,14,UNCHANGED
include/elit21/repositories/FinancialLedgerRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,345,14,UNCHANGED
include/elit21/repositories/IncidentRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,331,14,UNCHANGED
include/elit21/repositories/InventoryRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,333,14,UNCHANGED
include/elit21/repositories/MetricRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,327,14,UNCHANGED
include/elit21/repositories/OrderRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,325,14,UNCHANGED
include/elit21/repositories/OutboxRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,327,14,UNCHANGED
include/elit21/repositories/PriceHistoryRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,339,14,UNCHANGED
include/elit21/repositories/ProductMappingRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,343,14,UNCHANGED
include/elit21/repositories/ProductRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,329,14,UNCHANGED
include/elit21/repositories/RefundRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,327,14,UNCHANGED
include/elit21/repositories/ReturnRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,327,14,UNCHANGED
include/elit21/repositories/ShipmentRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,331,14,UNCHANGED
include/elit21/repositories/SupplierOrderRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,341,14,UNCHANGED
include/elit21/repositories/SupplierRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,331,14,UNCHANGED
include/elit21/repositories/TaskRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,323,14,UNCHANGED
include/elit21/repositories/TokenRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,325,14,UNCHANGED
include/elit21/repositories/TrackingRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,331,14,UNCHANGED
include/elit21/repositories/WebhookRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,329,14,UNCHANGED
include/elit21/repositories/WorkflowInstanceRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,347,14,UNCHANGED
include/elit21/resilience/BackoffPolicy.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,317,14,UNCHANGED
include/elit21/resilience/Bulkhead.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,307,14,UNCHANGED
include/elit21/resilience/CircuitBreaker.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,319,14,UNCHANGED
include/elit21/resilience/DeadLetterQueue.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,321,14,UNCHANGED
include/elit21/resilience/FailureClassifier.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,325,14,UNCHANGED
include/elit21/resilience/FallbackPolicy.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,319,14,UNCHANGED
include/elit21/resilience/IdempotencyGuard.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,323,14,UNCHANGED
include/elit21/resilience/IdempotencyKey.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,319,14,UNCHANGED
include/elit21/resilience/RateLimiter.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,313,14,UNCHANGED
include/elit21/resilience/RecoveryManager.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,321,14,UNCHANGED
include/elit21/resilience/RetryExecutor.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,317,14,UNCHANGED
include/elit21/resilience/RetryPolicy.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,313,14,UNCHANGED
include/elit21/resilience/TimeoutPolicy.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,317,14,UNCHANGED
include/elit21/resilience/Watchdog.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,307,14,UNCHANGED
include/elit21/returns/AliExpressDisputeAdapter.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,333,14,UNCHANGED
include/elit21/returns/DisputeEvidenceBuilder.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,329,14,UNCHANGED
include/elit21/returns/DisputeExceptionQueue.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,327,14,UNCHANGED
include/elit21/returns/RefundCalculator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,317,14,UNCHANGED
include/elit21/returns/RefundCoordinator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,319,14,UNCHANGED
include/elit21/returns/RefundDecision.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,313,14,UNCHANGED
include/elit21/returns/RefundPolicy.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,309,14,UNCHANGED
include/elit21/returns/ReturnEligibilityChecker.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,333,14,UNCHANGED
include/elit21/returns/ReturnRequest.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,311,14,UNCHANGED
include/elit21/returns/ReturnRequestProcessor.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,329,14,UNCHANGED
include/elit21/returns/ReturnStateMachine.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,321,14,UNCHANGED
include/elit21/returns/ShopifyRefundExecutor.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,327,14,UNCHANGED
include/elit21/risk/AnomalyDetector.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,309,14,UNCHANGED
include/elit21/risk/FraudIndicator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,307,14,UNCHANGED
include/elit21/risk/FraudRiskEngine.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,309,14,UNCHANGED
include/elit21/risk/HighRiskOrderGuard.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,315,14,UNCHANGED
include/elit21/risk/LossPreventionPolicy.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,319,14,UNCHANGED
include/elit21/risk/RiskDecision.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,303,14,UNCHANGED
include/elit21/risk/RiskEngine.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,404,6,UNCHANGED
include/elit21/risk/RiskRule.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,295,14,UNCHANGED
include/elit21/risk/RiskRuleEngine.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,307,14,UNCHANGED
include/elit21/risk/SupplierRiskMonitor.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,317,14,UNCHANGED
include/elit21/risk/TransactionRiskAnalyzer.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,325,14,UNCHANGED
include/elit21/scheduler/CronExpression.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,317,14,UNCHANGED
include/elit21/scheduler/Job.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,295,14,UNCHANGED
include/elit21/scheduler/JobContext.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,309,14,UNCHANGED
include/elit21/scheduler/JobDefinition.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,315,14,UNCHANGED
include/elit21/scheduler/JobRegistry.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,311,14,UNCHANGED
include/elit21/scheduler/JobRepository.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,315,14,UNCHANGED
include/elit21/scheduler/JobScheduler.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,313,14,UNCHANGED
include/elit21/scheduler/JobStatus.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,307,14,UNCHANGED
include/elit21/scheduler/RecurringJob.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,313,14,UNCHANGED
include/elit21/scheduler/ScheduledJob.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,313,14,UNCHANGED
include/elit21/scheduler/SchedulerClock.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,317,14,UNCHANGED
include/elit21/security/AccessToken.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,309,14,UNCHANGED
include/elit21/security/ApiCredential.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,313,14,UNCHANGED
include/elit21/security/AuditChain.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,307,14,UNCHANGED
include/elit21/security/Base64.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,299,14,UNCHANGED
include/elit21/security/CertificateStore.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,319,14,UNCHANGED
include/elit21/security/ConstantTimeCompare.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,325,14,UNCHANGED
include/elit21/security/CredentialManager.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,321,14,UNCHANGED
include/elit21/security/Crypto.h,64,🟡,MINIMAL,interface ou implémentation minimale,source,557,13,UNCHANGED
include/elit21/security/DataEncryptor.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,822,24,UNCHANGED
include/elit21/security/DataRedactor.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,353,14,UNCHANGED
include/elit21/security/HmacSigner.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,307,14,UNCHANGED
include/elit21/security/KeyDerivation.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,313,14,UNCHANGED
include/elit21/security/KeyRotationManager.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,323,14,UNCHANGED
include/elit21/security/Md5Digest.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,305,14,UNCHANGED
include/elit21/security/RandomGenerator.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,317,14,UNCHANGED
include/elit21/security/Secret.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,299,14,UNCHANGED
include/elit21/security/SecretStore.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,309,14,UNCHANGED
include/elit21/security/SecureBuffer.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,311,14,UNCHANGED
include/elit21/security/Sha256Digest.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,311,14,UNCHANGED
include/elit21/security/SignatureVerifier.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,321,14,UNCHANGED
include/elit21/security/TokenVault.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,307,14,UNCHANGED
include/elit21/security/WebhookReplayGuard.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,323,14,UNCHANGED
include/elit21/serialization/CsvReader.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,315,14,UNCHANGED
include/elit21/serialization/CsvWriter.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,315,14,UNCHANGED
include/elit21/serialization/JsonDeserializer.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,329,14,UNCHANGED
include/elit21/serialization/JsonDocument.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,321,14,UNCHANGED
include/elit21/serialization/JsonSerializer.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,325,14,UNCHANGED
include/elit21/serialization/JsonValue.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,315,14,UNCHANGED
include/elit21/serialization/ModelSerializer.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,327,14,UNCHANGED
include/elit21/serialization/QueryStringSerializer.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,source,339,14,UNCHANGED
include/elit21/shopify/ShopifyApiVersion.h,64,🟡,MINIMAL,interface ou implémentation minimale,shopify,557,17,UNCHANGED
include/elit21/shopify/ShopifyClient.h,95,✅,MÉTIER AVANCÉ,logique métier dédiée: createFulfillment,shopify,3789,80,MODIFIED
include/elit21/shopify/ShopifyConfig.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,shopify,311,14,UNCHANGED
include/elit21/shopify/ShopifyEndpoints.h,64,🟡,MINIMAL,interface ou implémentation minimale,shopify,494,13,UNCHANGED
include/elit21/shopify/ShopifyError.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,shopify,309,14,UNCHANGED
include/elit21/shopify/ShopifyErrorMapper.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,shopify,321,14,UNCHANGED
include/elit21/shopify/ShopifyModels.h,86,🟢,FONCTIONNEL,code dédié compilable,shopify,2340,96,MODIFIED
include/elit21/shopify/ShopifyRateLimitState.h,76,🟡,ADAPTATEUR PARTAGÉ,invariants communs; spécialisation métier encore limitée,shopify,327,14,UNCHANGED
include/elit21/shopify/ShopifyScopes.h,73,🟡,PARTIEL,module court mais utilisable,shopify,550,18,UNCHANGED
